keys,en,es,es_MX,ja,de,fr,it,pt
SPEED_SWAP_DESC,Swaps the user's Speed stat with the foe's Speed stat.,Intercambia el valor de Velocidad del usuario con el del rival.,Intercambia el valor de Velocidad del usuario con el del rival.,自分と相手の素早さの数値を入れ替える。,Tauscht die Geschwindigkeitswerte des Anwenders und des Gegners.,Échange les valeurs de Vitesse de l'utilisateur et du foe.,Scambia i valori di Velocità dell'utente e del nemico.,Troca os valores de Velocidade do usuário e do adversário.
SMART_STRIKE_DESC,Strikes with a sharp horn that never misses.,Golpea con un cuerno afilado que nunca falla.,Golpea con un cuerno afilado que nunca falla.,鋭い角で相手を刺す。必ず命中する。,"Trifft mit einem spitzen Horn, das nie verfehlt.",Frappe avec une corne acérée qui ne rate jamais.,Colpisce con un corno aguzzo che non manca mai.,Golpeia com um chifre afiado que nunca erra.
PURIFY_DESC,Cures the foe's status condition. Restores the user's HP if it succeeds.,Cura la condición de estado del rival y recupera los PS del usuario si tiene éxito.,Cura la condición de estado del rival y recupera los PS del usuario si tiene éxito.,相手の状態異常を治す。成功すると自分のHPも回復する。,Heilt die Statusproblem des Gegners und stellt die KP des Anwenders wieder her.,Soigne le problème de statut du foe et restaure les PV de l'utilisateur si succès.,Cura la condizione di stato del nemico e recupera i PS dell'utente se riesce.,Cura a condição de estado do adversário e recupera os PS do usuário se tiver êxito.
REVELATION_DANCE_DESC,Dances with an rhythmic rhythm. Type changes to match the user's primary type.,Baila con un ritmo rítmico. El tipo cambia para coincidir con el tipo principal del usuario.,Baila con un ritmo rítmico. El tipo cambia para coincidir con el tipo principal del usuario.,リズミカルに踊る。タイプは自分の第一タイプに合わせて変わる。,Tanzt mit rhythmischem Rhythmus. Typ ändert sich zum ersten Typ des Anwenders.,Danse avec un rythme rythmique. Le type change pour correspondre au type principal.,Balla con un ritmo ritmico. Il tipo cambia per corrispondere al tipo principale dell'utente.,Dança com um ritmo rítmico. O tipo muda para corresponder ao tipo principal do usuário.
CORE_ENFORCER_DESC,"If the foe has used a move, its ability is nullified.","Si el rival ha usado un movimiento, anula su habilidad.","Si el rival ha usado un movimiento, anula su habilidad.",相手がすでに行動していた場合、相手の特性を無効にする。,"Wenn der Gegner einen Zug gemacht hat, wird seine Fähigkeit aufgehoben.","Si le foe a utilisé un mouvement, sa capacité est annulée.","Se il nemico ha usato una mossa, la sua abilità viene annullata.","Se o adversário usou um movimento, sua habilidade é anulada."
TROP_KICK_DESC,A kick from the tropics that always lowers the foe's Attack.,Una patada tropical que siempre baja el Ataque del rival.,Una patada tropical que siempre baja el Ataque del rival.,トロピカルなキックで攻撃する。必ず相手の攻撃を下げる。,"Ein tropischer Tritt, der immer den Angriff des Gegners senkt.",Un coup de pied tropical qui réduit toujours l'Attaque du foe.,Un calcio tropicale che abbassa sempre l'Attacco del nemico.,Um chute tropical que sempre reduz o Ataque do adversário.
INSTRUCT_DESC,Commands the target to use its last move again on this turn.,Ordena al objetivo que use inmediatamente su último movimiento de nuevo en este turno.,Ordena al objetivo que use inmediatamente su último movimiento de nuevo en este turno.,相手が直前に使った技を、このターンにもう一度使わせる。,"Befiehlt dem Ziel, seinen letzten Zug sofort erneut zu verwenden.",Ordonne à la cible d'utiliser à nouveau sa dernière attaque ce tour.,Ordina al bersaglio di usare subito di nuovo la sua ultima mossa.,Ordena ao alvo que use imediatamente seu último movimento de novo neste turno.
BEAK_BLAST_DESC,"Heats up the beak on turn 1, then strikes on turn 2. Burns those that make contact on turn 1.",Calienta el pico en el turno 1 y golpea en el turno 2. Quema a los que hagan contacto en el turno 1.,Calienta el pico en el turno 1 y golpea en el turno 2. Quema a los que hagan contacto en el turno 1.,1ターン目にくちばしを熱して、2ターン目に攻撃する。1ターン目に直接攻撃してきた相手をやけど状態にする。,"Erhitzt den Schnabel in Runde 1, schlägt in Runde 2. Verbrennt Kontaktangreifer in Runde 1.","Chauffe le bec au tour 1, frappe au tour 2. Brûle ceux qui font contact au tour 1.",Scalda il becco al turno 1 e colpisce al turno 2. Scotta chi fa contatto al turno 1.,Aquece o bico no turno 1 e golpeia no turno 2. Queima quem fizer contato no turno 1.
CLANGING_SCALES_DESC,Rattles scales to attack. Lowers the user's Defense.,Hace repicar las escamas para atacar. Baja la Defensa del usuario.,Hace repicar las escamas para atacar. Baja la Defensa del usuario.,鱗を鳴らして攻撃する。自分の防御が下がる。,Lässt die Schuppen rasseln. Senkt die Verteidigung des Anwenders.,Fait tinter ses écailles pour attaquer. Réduit la Défense de l'utilisateur.,Fa tintinnare le scaglie per attaccare. Abbassa la Difesa dell'utente.,Faz as escamas tilintarem para atacar. Reduz a Defesa do usuário.
DRAGON_HAMMER_DESC,Swings the body like a hammer to attack. Very powerful.,Golpea al rival con un cuerpo como un martillo. Muy poderoso.,Golpea al rival con un cuerpo como un martillo. Muy poderoso.,ハンマーのように体を振り回して攻撃する。かなり強力。,Schlägt den Gegner mit einem hammerartigen Körper. Sehr mächtig.,Frappe le foe avec un corps comme un marteau. Très puissant.,Colpisce il nemico con un corpo come un martello. Molto potente.,Golpeia o adversário com um corpo como martelo. Muito poderoso.
BRUTAL_SWING_DESC,Swings the body around violently to attack everyone in the area.,Gira el cuerpo violentamente para atacar a todos en el área.,Gira el cuerpo violentamente para atacar a todos en el área.,体を大きく振り回して周りの全員を攻撃する。,Dreht den Körper gewaltsam und greift alle in der Umgebung an.,Fait tournoyer son corps violemment pour attaquer tous les Pokémon de la zone.,Ruota il corpo violentemente per attaccare tutti nell'area.,Gira o corpo violentamente para atacar todos na área.
AURORA_VEIL_DESC,Reduces damage from physical and special moves for 5 turns. Only usable in hail or snow.,Reduce el daño de los movimientos físicos y especiales durante 5 turnos. Solo usable con nieve o granizo.,Reduce el daño de los movimientos físicos y especiales durante 5 turnos. Solo usable con nieve o granizo.,5ターンの間、物理技と特殊技のダメージを半分にする。あられや雪のときだけ使える。,Reduziert physischen und speziellen Schaden 5 Runden lang. Nur bei Hagel oder Schnee nutzbar.,Réduit les dégâts physiques et spéciaux 5 tours. Utilisable seulement sous grêle ou neige.,Riduce i danni fisici e speciali per 5 turni. Utilizzabile solo sotto grandine o neve.,Reduz o dano de movimentos físicos e especiais por 5 turnos. Só usável com neve ou granizo.
SINISTER_ARROW_RAID_DESC,Decidueye's exclusive Z-Move. Fires countless arrows from the sky.,El movimiento Z exclusivo de Decidueye. Dispara incontables flechas desde el cielo.,El movimiento Z exclusivo de Decidueye. Dispara incontables flechas desde el cielo.,ジュナイパー専用のZワザ。無数の矢を空から降り注がせる。,Decidueyes exklusiver Z-Zug. Schießt unzählige Pfeile vom Himmel.,Le Z-Move exclusif de Décidueye. Tire d'innombrables flèches du ciel.,La Z-Mossa esclusiva di Decidueye. Spara innumerevoli frecce dal cielo.,O Movimento Z exclusivo de Decidueye. Dispara incontáveis flechas do céu.
MALICIOUS_MOONSAULT_DESC,Incineroar's exclusive Z-Move. A suplex from the moon.,El movimiento Z exclusivo de Incineroar. Un suplex desde la luna.,El movimiento Z exclusivo de Incineroar. Un suplex desde la luna.,ガオガエン専用のZワザ。月面からスープレックスを決める。,Incineroars exklusiver Z-Zug. Ein Suplex vom Mond.,Le Z-Move exclusif d'Incineroar. Un suplex depuis la lune.,La Z-Mossa esclusiva di Incineroar. Un suplex dalla luna.,O Movimento Z exclusivo de Incineroar. Um suplex da lua.
OCEANIC_OPERETTA_DESC,Primarina's exclusive Z-Move. An opera unleashed from the depths of the ocean.,El movimiento Z exclusivo de Primarina. Una ópera desatada desde las profundidades del océano.,El movimiento Z exclusivo de Primarina. Una ópera desatada desde las profundidades del océano.,アシレーヌ専用のZワザ。海の底から響くオペラを奏でる。,Primarinas exklusiver Z-Zug. Eine Oper aus den Tiefen des Ozeans.,Le Z-Move exclusif de Paramitop. Un opéra des profondeurs de l'océan.,La Z-Mossa esclusiva di Primarina. Un'opera dalle profondità dell'oceano.,O Movimento Z exclusivo de Primarina. Uma ópera das profundezas do oceano.
GUARDIAN_OF_ALOLA_DESC,The guardian deity's exclusive Z-Move. Reduces the foe's HP to 1/4.,El movimiento Z exclusivo de los dioses guardianes. Reduce los PS del rival a 1/4.,El movimiento Z exclusivo de los dioses guardianes. Reduce los PS del rival a 1/4.,守護神専用のZワザ。相手のHPを1/4にする。,Der exklusive Z-Zug der Schutzgottheit. Reduziert die KP des Gegners auf 1/4.,Le Z-Move exclusif des divinités tutélaires. Réduit les PV du foe à 1/4.,La Z-Mossa esclusiva delle divinità protettrici. Riduce i PS del nemico a 1/4.,O Movimento Z exclusivo dos deuses guardiões. Reduz os PS do adversário a 1/4.
SOUL_STEALING_7_STAR_STRIKE_DESC,Marshadow's exclusive Z-Move. Steals the soul.,El movimiento Z exclusivo de Marshadow. Roba el alma del rival.,El movimiento Z exclusivo de Marshadow. Roba el alma del rival.,マーシャドー専用のZワザ。相手の魂を奪い取る。,Marshadows exklusiver Z-Zug. Stiehlt die Seele des Gegners.,Le Z-Move exclusif de Marshadow. Vole l'âme du foe.,La Z-Mossa esclusiva di Marshadow. Ruba l'anima del nemico.,O Movimento Z exclusivo de Marshadow. Rouba a alma do adversário.
STOKED_SPARKSURFER_DESC,Alolan Raichu's exclusive Z-Move. Rides electric waves to slam the foe.,El movimiento Z exclusivo de Raichu de Alola. Cabalga olas eléctricas para golpear al rival.,El movimiento Z exclusivo de Raichu de Alola. Cabalga olas eléctricas para golpear al rival.,アローラライチュウ専用のZワザ。電気の波に乗って相手に突進する。,Alola-Raichous exklusiver Z-Zug. Surft auf Elektrowellen zum Gegner.,Le Z-Move exclusif de Raichu d'Alola. Surfe sur des vagues électriques pour frapper.,La Z-Mossa esclusiva di Raichu di Alola. Surfa su onde elettriche per colpire il nemico.,O Movimento Z exclusivo de Raichu de Alola. Surfando em ondas elétricas para golpear o adversário.
PULVERIZING_PANCAKE_DESC,Snorlax's exclusive Z-Move. Pancakes the foe with the full weight of the body.,El movimiento Z exclusivo de Snorlax. Aplasta al rival con el peso total del cuerpo.,El movimiento Z exclusivo de Snorlax. Aplasta al rival con el peso total del cuerpo.,カビゴン専用のZワザ。体の全重量で相手を押しつぶす。,Relaxos exklusiver Z-Zug. Zerquetscht den Gegner mit vollem Körpergewicht.,Le Z-Move exclusif de Ronflex. Écrase le foe avec tout le poids du corps.,La Z-Mossa esclusiva di Snorlax. Schiaccia il nemico con tutto il peso del corpo.,O Movimento Z exclusivo de Snorlax. Esmaga o adversário com o peso total do corpo.
EXTREME_EVOBOOST_DESC,Eevee's exclusive Z-Move. Powers up all stats greatly.,El movimiento Z exclusivo de Eevee. Sube drásticamente todas las estadísticas.,El movimiento Z exclusivo de Eevee. Sube drásticamente todas las estadísticas.,イーブイ専用のZワザ。全ての能力をぐーんと上げる。,Evolis exklusiver Z-Zug. Erhöht alle Werte stark.,Le Z-Move exclusif d'Évoli. Augmente fortement toutes les stats.,La Z-Mossa esclusiva di Eevee. Aumenta drasticamente tutte le statistiche.,O Movimento Z exclusivo de Eevee. Aumenta drasticamente todas as estatísticas.
GENESIS_SUPERNOVA_DESC,Mew's exclusive Z-Move. Creates a psychic terrain.,El movimiento Z exclusivo de Mew. Crea un terreno psíquico.,El movimiento Z exclusivo de Mew. Crea un terreno psíquico.,ミュウ専用のZワザ。サイコフィールドを作り出す。,Mews exklusiver Z-Zug. Erschafft ein Psychoterrain.,Le Z-Move exclusif de Mew. Crée un terrain psychique.,La Z-Mossa esclusiva di Mew. Crea un terreno psichico.,O Movimento Z exclusivo de Mew. Cria um terreno psíquico.
SHELL_TRAP_DESC,"Sets a trap. If hit by a physical move, counterattacks with great power.",Pone una trampa. Si es golpeado por un movimiento físico contraataca con gran poder.,Pone una trampa. Si es golpeado por un movimiento físico contraataca con gran poder.,罠を仕掛ける。物理技を受けると大きな威力で反撃する。,"Stellt eine Falle. Wenn es von einer physischen Attacke getroffen wird, kontert es mit großer Kraft.","Pose un piège. Si touché par un mouvement physique, riposte avec grande puissance.","Pone una trappola. Se colpito da una mossa fisica, contrattacca con grande potere.","Coloca uma armadilha. Se golpeado por um movimento físico, contra-ataca com grande poder."
FLEUR_CANNON_DESC,Fires off a cannon using a delicate Fairy-type energy. Sharply lowers Sp. Atk.,Dispara un cañón de delicada energía Hada. Baja drásticamente el Ataque Especial del usuario.,Dispara un cañón de delicada energía Hada. Baja drásticamente el Ataque Especial del usuario.,繊細なフェアリーエネルギーを使ったキャノンを放つ。自分の特攻がぐーんと下がる。,Feuert eine Kanone aus delikater Feenenergie. Senkt den Sp. Angriff des Anwenders stark.,Tire un canon d'énergie Fée délicate. Réduit fortement l'Att. Spé. de l'utilisateur.,Spara un cannone di delicata energia Folletto. Abbassa drasticamente l'Att. Spec. dell'utente.,Dispara um canhão de delicada energia Fada. Reduz drasticamente o At. Especial do usuário.
PSYCHIC_FANGS_DESC,Bites with psychic fangs. Destroys Reflect and Light Screen.,Muerde con colmillos psíquicos. Destruye Pantalla de Luz y Reflejo.,Muerde con colmillos psíquicos. Destruye Pantalla de Luz y Reflejo.,念力の牙でかみつく。ひかりのかべやリフレクターを破壊する。,Beißt mit Psyzähnen. Zerstört Lichtschutz und Reflektor.,Mord avec des crocs psy. Détruit Mur Lumière et Miroir.,Morde con zanne psichiche. Distrugge Schermo e Riflesso.,Morde com presas psíquicas. Destrói Tela de Luz e Reflexo.
STOMPING_TANTRUM_DESC,Attacks in a stomping rage. Doubles in power if the user's last move failed.,Ataca en una rabieta. Dobla su poder si el último movimiento del usuario falló.,Ataca en una rabieta. Dobla su poder si el último movimiento del usuario falló.,やけくそになって攻撃する。直前の技が失敗していると威力が2倍になる。,Greift in einem Tobsuchtsanfall an. Verdoppelt Kraft wenn der letzte Zug des Anwenders fehlschlug.,Attaque dans une rage. Double de puissance si le dernier mouvement de l'utilisateur a raté.,Attacca in una crisi di rabbia. Raddoppia di potenza se l'ultima mossa dell'utente è fallita.,Ataca em uma birra. Dobra de poder se o último movimento do usuário falhou.
SHADOW_BONE_DESC,Strikes the foe with a haunted bone. May lower Defense.,Golpea al rival con un hueso embrujado. Puede bajar la Defensa del rival.,Golpea al rival con un hueso embrujado. Puede bajar la Defensa del rival.,呪われた骨で相手を打つ。相手の防御を下げることがある。,Trifft den Gegner mit einem verfluchten Knochen. Kann die Verteidigung senken.,Frappe le foe avec un os hanté. Peut réduire la Défense du foe.,Colpisce il nemico con un osso maledetto. Può abbassarne la Difesa.,Golpeia o adversário com um osso amaldiçoado. Pode reduzir a Defesa do adversário.
ACCELEROCK_DESC,A rock-hard tackle that always strikes first.,Un ataque de roca duro que siempre actúa primero.,Un ataque de roca duro que siempre actúa primero.,岩のように硬い体当たりで必ず先制できる。,"Ein felsharter Rammstoß, der immer zuerst handelt.",Un assaut rocheux dur qui frappe toujours en premier.,Un attacco roccioso duro che agisce sempre per primo.,Um ataque rochoso duro que sempre age primeiro.
LIQUIDATION_DESC,Slams the foe using water. May lower Defense.,Se lanza al rival con agua. Puede bajar la Defensa.,Se lanza al rival con agua. Puede bajar la Defensa.,水をまとって体当たりする。相手の防御を下げることがある。,Rammt den Gegner mit Wasser. Kann die Verteidigung senken.,Se jette sur le foe avec de l'eau. Peut réduire la Défense.,Si lancia sul nemico con acqua. Può abbassarne la Difesa.,Arremete no adversário com água. Pode reduzir a Defesa.
PRISMATIC_LASER_DESC,Fires a laser of prismatic light. The user must rest the next turn.,Dispara un láser de luz prismática. El usuario debe descansar el turno siguiente.,Dispara un láser de luz prismática. El usuario debe descansar el turno siguiente.,プリズムの光線を放つ。次のターンは動けなくなる。,Feuert einen Prismalaser. Der Anwender muss sich im nächsten Zug erholen.,Tire un laser de lumière prismatique. L'utilisateur doit se reposer le tour suivant.,Spara un laser di luce prismatica. L'utente deve riposare il turno successivo.,Dispara um laser de luz prismática. O usuário precisa descansar no próximo turno.
SPECTRAL_THIEF_DESC,"Hides in the foe's shadow, steals its stat boosts, then attacks.","Se esconde en la sombra del rival, roba sus mejoras de estadísticas y luego ataca.","Se esconde en la sombra del rival, roba sus mejoras de estadísticas y luego ataca.",相手の影に隠れてから能力ランクの上昇分を盗んで攻撃する。,"Versteckt sich im Schatten des Gegners, stiehlt seine Stat-Boosts und greift dann an.","Se cache dans l'ombre du foe, vole ses bonus de stats puis attaque.","Si nasconde nell'ombra del nemico, ruba i suoi bonus di statistiche e poi attacca.","Esconde-se na sombra do adversário, rouba seus bônus de estatísticas e depois ataca."
SUNSTEEL_STRIKE_DESC,"Charges at the foe with the power of the sun, ignoring its ability.","Se lanza con el poder del sol, ignorando la habilidad del rival.","Se lanza con el poder del sol, ignorando la habilidad del rival.",太陽のパワーで相手に突進する。相手の特性を無視する。,Stürmt mit der Kraft der Sonne und ignoriert die Fähigkeit des Gegners.,Se jette avec la puissance du soleil en ignorant la capacité du foe.,"Si lancia con il potere del sole, ignorando l'abilità del nemico.","Arremete com o poder do sol, ignorando a habilidade do adversário."
MOONGEIST_BEAM_DESC,"Fires a beam of moonlight, ignoring the foe's ability.","Dispara un rayo de luz lunar, ignorando la habilidad del rival.","Dispara un rayo de luz lunar, ignorando la habilidad del rival.",月の光線を放つ。相手の特性を無視する。,Feuert einen Mondlichtstrahl und ignoriert die Fähigkeit des Gegners.,Tire un rayon de lumière lunaire en ignorant la capacité du foe.,"Spara un raggio di luce lunare, ignorando l'abilità del nemico.","Dispara um raio de luz lunar, ignorando a habilidade do adversário."
TEARFUL_LOOK_DESC,Looks at the foe with watery eyes to lower its Attack and Sp. Atk.,Mira al rival con ojos acuosos para bajar su Ataque y Ataque Especial.,Mira al rival con ojos acuosos para bajar su Ataque y Ataque Especial.,うるうるした目で相手を見つめて攻撃と特攻を下げる。,Starrt den Gegner mit Tränenaugen an und senkt Angriff und Sp. Angriff.,Regarde le foe avec des yeux larmoyants pour réduire Attaque et Att. Spé.,Fissa il nemico con occhi lacrimosi per abbassare Attacco e Att. Spec.,Olha para o adversário com olhos lacrimejantes para reduzir Ataque e At. Especial.
ZING_ZAP_DESC,A strong electric blast crashes down on the foe. May cause flinching.,Una fuerte descarga eléctrica que puede hacer retroceder al rival.,Una fuerte descarga eléctrica que puede hacer retroceder al rival.,強烈な電撃で相手を攻撃する。ひるませることがある。,"Ein starker Elektroschlag, der zum Zucken führen kann.",Une forte décharge électrique qui peut faire reculer le foe.,Una forte scarica elettrica che può far arretrare il nemico.,Uma forte descarga elétrica que pode causar recuo no adversário.
NATURE_S_MADNESS_DESC,"Sends the foe into a frenzy, cutting its HP in half.",Envía al rival a una frenética batalla reduciendo sus PS a la mitad.,Envía al rival a una frenética batalla reduciendo sus PS a la mitad.,自然の怒りで相手のHPを半分にする。,Schickt den Gegner in einen Raserei-Kampf und halbiert seine KP.,"Envoie le foe dans une frénésie, coupant ses PV de moitié.",Manda il nemico in una frenesia riducendone i PS della metà.,Envia o adversário a uma batalha frenética reduzindo seus PS à metade.
MULTI_ATTACK_DESC,"Changes type to match the user's held Memory, then attacks.",Cambia de tipo para coincidir con la Memoria del usuario y luego ataca.,Cambia de tipo para coincidir con la Memoria del usuario y luego ataca.,メモリによってタイプが変わって攻撃する。,Ändert den Typ entsprechend der gehaltenen Speicherdisk und greift dann an.,"Change de type selon la Mémoire tenue, puis attaque.",Cambia tipo in base alla Memoria tenuta e poi attacca.,Muda de tipo para corresponder à Memória do usuário e depois ataca.
10_000_000_VOLT_THUNDERBOLT_DESC,"Pikachu in a cap's exclusive Z-Move. An electric shock of 10,000,000 volts.",El movimiento Z exclusivo de Pikachu con gorra. Una descarga eléctrica de 10.000.000 de voltios.,El movimiento Z exclusivo de Pikachu con gorra. Una descarga eléctrica de 10.000.000 de voltios.,帽子をかぶったピカチュウ専用のZワザ。1000万ボルトの電撃を放つ。,Der exklusive Z-Zug des Pikachus mit Mütze. Ein Elektroschlag von 10.000.000 Volt.,Le Z-Move exclusif de Pikachu en casquette. Un choc électrique de 10.000.000 V.,La Z-Mossa esclusiva di Pikachu con cappello. Una scarica da 10.000.000 V.,O Movimento Z exclusivo de Pikachu com boné. Uma descarga elétrica de 10.000.000 V.
MIND_BLOWN_DESC,Blows up the user's head to attack. The user loses half its max HP.,Hace explotar la cabeza del usuario para atacar. El usuario pierde la mitad de sus PS máximos.,Hace explotar la cabeza del usuario para atacar. El usuario pierde la mitad de sus PS máximos.,自分の頭を爆発させて攻撃する。自分のHPが半分減る。,Lässt den Kopf des Anwenders explodieren. Der Anwender verliert die Hälfte seiner max. KP.,Fait exploser la tête de l'utilisateur pour attaquer. Perd la moitié de ses PV max.,Fa esplodere la testa dell'utente per attaccare. L'utente perde metà dei suoi PS massimi.,Faz a cabeça do usuário explodir para atacar. O usuário perde metade dos seus PS máximos.
PLASMA_FISTS_DESC,Attacks with electrically charged fists. Turns Normal moves into Electric moves.,Ataca con puños electrizados. Convierte los movimientos Normal en tipo Eléctrico.,Ataca con puños electrizados. Convierte los movimientos Normal en tipo Eléctrico.,電気の拳で攻撃する。ノーマルタイプの技を電気タイプに変える。,Greift mit elektrisierten Fäusten an. Wandelt Normal-Attacken in Elektro-Typ um.,Attaque avec des poings électrisés. Convertit les mouvements Normal en type Électrik.,Attacca con pugni elettrizzati. Converte le mosse Normal in tipo Elettro.,Ataca com punhos eletrificados. Converte movimentos Normal em tipo Elétrico.
PHOTON_GEYSER_DESC,"Attacks with a pillar of light. Uses whichever is higher, Attack or Sp. Atk.",Ataca con un pilar de luz. Usa el que sea mayor entre Ataque o Ataque Especial.,Ataca con un pilar de luz. Usa el que sea mayor entre Ataque o Ataque Especial.,光の柱で攻撃する。攻撃と特攻のうち高い方の数値でダメージを計算する。,Greift mit einer Lichtsäule an. Verwendet den höheren Wert von Angriff oder Sp. Angriff.,Attaque avec un pilier de lumière. Utilise la plus haute valeur d'Attaque ou Att. Spé.,Attacca con un pilastro di luce. Usa il valore più alto tra Attacco e Att. Spec.,Ataca com um pilar de luz. Usa o maior valor entre Ataque ou At. Especial.
LIGHT_THAT_BURNS_THE_SKY_DESC,Necrozma's exclusive Z-Move. Burns the sky with scorching light.,El movimiento Z exclusivo de Necrozma. Quema el cielo con luz abrasadora.,El movimiento Z exclusivo de Necrozma. Quema el cielo con luz abrasadora.,ネクロズマ専用のZワザ。灼熱の光で空を焼き尽くす。,Necrozmas exklusiver Z-Zug. Verbrennt den Himmel mit sengem Licht.,Le Z-Move exclusif de Necrozma. Brûle le ciel avec une lumière scorchante.,La Z-Mossa esclusiva di Necrozma. Brucia il cielo con luce ardente.,O Movimento Z exclusivo de Necrozma. Queima o céu com luz escaldante.
SEARING_SUNRAZE_SMASH_DESC,"Solgaleo's exclusive Z-Move. Slashes with sunlight, ignoring abilities.",El movimiento Z exclusivo de Solgaleo. Corta con luz solar ignorando las habilidades.,El movimiento Z exclusivo de Solgaleo. Corta con luz solar ignorando las habilidades.,ソルガレオ専用のZワザ。特性を無視して太陽の光で切りつける。,Solgaleos exklusiver Z-Zug. Schneidet mit Sonnenlicht und ignoriert Fähigkeiten.,Le Z-Move exclusif de Solgaleo. Taille avec la lumière solaire en ignorant les capacités.,La Z-Mossa esclusiva di Solgaleo. Taglia con luce solare ignorando le abilità.,O Movimento Z exclusivo de Solgaleo. Corta com luz solar ignorando as habilidades.
MENACING_MOONRAZE_MAELSTROM_DESC,"Lunala's exclusive Z-Move. Blasts with moonlight, ignoring abilities.",El movimiento Z exclusivo de Lunala. Explota con luz lunar ignorando las habilidades.,El movimiento Z exclusivo de Lunala. Explota con luz lunar ignorando las habilidades.,ルナアーラ専用のZワザ。特性を無視して月の光で爆撃する。,Lunalas exklusiver Z-Zug. Explodiert mit Mondlicht und ignoriert Fähigkeiten.,Le Z-Move exclusif de Lunala. Explose avec la lumière lunaire en ignorant les capacités.,La Z-Mossa esclusiva di Lunala. Esplode con luce lunare ignorando le abilità.,O Movimento Z exclusivo de Lunala. Explode com luz lunar ignorando as habilidades.
LET_S_SNUGGLE_FOREVER_DESC,Mimikyu's exclusive Z-Move. Hugs the foe with terrifying affection.,El movimiento Z exclusivo de Mimikyu. Abraza al rival con un afecto aterrador.,El movimiento Z exclusivo de Mimikyu. Abraza al rival con un afecto aterrador.,ミミッキュ専用のZワザ。恐ろしい愛情で相手を抱きしめる。,Mimiquis exklusiver Z-Zug. Umarmt den Gegner mit erschreckender Zuneigung.,Le Z-Move exclusif de Mimiqui. Étreint le foe avec une affection terrifiante.,La Z-Mossa esclusiva di Mimikyu. Abbraccia il nemico con affetto terrificante.,O Movimento Z exclusivo de Mimikyu. Abraça o adversário com afeto aterrorizante.
SPLINTERED_STORMSHARDS_DESC,Lycanroc's exclusive Z-Move. Smashes the terrain.,El movimiento Z exclusivo de Lycanroc. Aplasta el terreno.,El movimiento Z exclusivo de Lycanroc. Aplasta el terreno.,ルガルガン専用のZワザ。フィールドの効果を破壊する。,Lugarugans exklusiver Z-Zug. Zertrümmert das Terrain.,Le Z-Move exclusif de Lougaroc. Fracasse le terrain.,La Z-Mossa esclusiva di Lycanroc. Distrugge il terreno.,O Movimento Z exclusivo de Lycanroc. Esmaga o terreno.
CLANGOROUS_SOULBLAZE_DESC,Kommo-o's exclusive Z-Move. Clangorous soul spreads to all foes.,El movimiento Z exclusivo de Kommo-o. El alma clamorosa se propaga a todos los rivales.,El movimiento Z exclusivo de Kommo-o. El alma clamorosa se propaga a todos los rivales.,ジャラランガ専用のZワザ。クランゴラスソウルが全員に広がる。,Kommandos exklusiver Z-Zug. Klangreiche Seele verbreitet sich auf alle Gegner.,Le Z-Move exclusif de Ékaïser. L'Âme Retentissante se répand sur tous les foes.,La Z-Mossa esclusiva di Kommo-o. L'Anima Clangore si espande a tutti i nemici.,O Movimento Z exclusivo de Kommo-o. A Alma Retumbante se propaga a todos os adversários.
ZIPPY_ZAP_DESC,An electrified tackle that always results in a critical hit.,Un golpe eléctrico trepidante que siempre resulta en un golpe crítico.,Un golpe eléctrico trepidante que siempre resulta en un golpe crítico.,電気をまとった体当たりで必ず急所に当たる。,"Ein elektrischer Schlag, der immer kritisch trifft.",Un choc électrique palpitant qui touche toujours de manière critique.,Un colpo elettrico vivace che colpisce sempre in modo critico.,Um golpe elétrico vibrante que sempre acerta de forma crítica.
SPLISHY_SPLASH_DESC,A gigantic wave that may paralyze the foe.,Una ola gigantesca que puede paralizar al rival.,Una ola gigantesca que puede paralizar al rival.,巨大な波で攻撃する。まひ状態にすることがある。,"Eine riesige Welle, die den Gegner lähmen kann.",Une vague gigantesque qui peut paralyser le foe.,Un'onda gigantesca che può paralizzare il nemico.,Uma onda gigantesca que pode paralisar o adversário.
FLOATY_FALL_DESC,Dives from the sky and strikes. May cause flinching.,Se zambulle desde el cielo y golpea. Puede hacer retroceder al rival.,Se zambulle desde el cielo y golpea. Puede hacer retroceder al rival.,空から飛び降りて攻撃する。ひるませることがある。,Taucht vom Himmel ab und schlägt. Kann zum Zucken führen.,Plonge du ciel et frappe. Peut faire reculer le foe.,Si lancia dal cielo e colpisce. Può far arretrare il nemico.,Mergulha do céu e golpeia. Pode causar recuo no adversário.
PIKA_PAPOW_DESC,Pikachu's love for its Trainer powers this move. Never misses.,El amor de Pikachu por su Entrenador da poder a este movimiento. Nunca falla.,El amor de Pikachu por su Entrenador da poder a este movimiento. Nunca falla.,ピカチュウのトレーナーへの愛情がこの技のパワーになる。必ず命中する。,Pikachus Liebe zu seinem Trainer verleiht diesem Zug Kraft. Trifft immer.,L'amour de Pikachu pour son Dresseur donne de la puissance. Ne rate jamais.,L'amore di Pikachu per il suo Allenatore potenzia questa mossa. Non manca mai.,O amor de Pikachu pelo Treinador potencializa este movimento. Nunca erra.
