keys,en,es,es_MX,ja,de,fr,it,pt
ACID_DOWNPOUR,Acid Downpour,Lluvia Ácida,Lluvia Ácida,ヘドロのうず,Säureregen,Pluie Acide,Pioggia Acida,Chuva Ácida
TECTONIC_RAGE,Tectonic Rage,Rabia Tectónica,Rabia Tectónica,地響き大爆発,Tektonische Wut,Rage Tectonique,Rabbia Tettonica,Raiva Tectônica
CONTINENTAL_CRUSH,Continental Crush,Aplastamiento Continental,Aplastamiento Continental,大陸クラッシュ,Kontinentaler Quetscher,Écrasement Continental,Schiacciamento Continentale,Esmagamento Continental
SAVAGE_SPIN_OUT,Savage Spin-Out,Giro Salvaje,Giro Salvaje,エクストラスピン,Wilder Drall,Toupie Sauvage,Giro Selvaggio,Giro Selvagem
NEVER_ENDING_NIGHTMARE,Never-Ending Nightmare,Pesadilla Sin Fin,Pesadilla Sin Fin,永遠の悪夢,Endloser Albtraum,Cauchemar Sans Fin,Incubo Senza Fine,Pesadelo Sem Fim
CORKSCREW_CRASH,Corkscrew Crash,Impacto en Tirabuzón,Impacto en Tirabuzón,コークスクリュー爆撃,Korkenzieherabsturz,Crash en Tire-bouchon,Schianto a Cavatappi,Impacto em Saca-rolhas
INFERNO_OVERDRIVE,Inferno Overdrive,Infierno Total,Infierno Total,灼熱の大爆発,Infernoüberlastung,Enfer en Surchauffe,Inferno Totale,Inferno Total
HYDRO_VORTEX,Hydro Vortex,Vórtice Hídrico,Vórtice Hídrico,ハイドロ大渦,Hydrowirbel,Vortex Hydro,Vortice Idrico,Vórtice Hídrico
BLOOM_DOOM,Bloom Doom,Floración Fatal,Floración Fatal,フルブルームの大爆発,Blütenuntergang,Floraison Fatale,Fioritura Fatale,Florescimento Fatal
GIGAVOLT_HAVOC,Gigavolt Havoc,Caos Gigavoltio,Caos Gigavoltio,ギガボルト・ハボック,Gigavolt-Chaos,Havoc Gigavolt,Caos Gigavolt,Caos Gigavolt
SHATTERED_PSYCHE,Shattered Psyche,Mente Destrozada,Mente Destrozada,サイコブレイク・サイケ,Zertrümmerter Geist,Psyché Brisée,Psiche Distrutta,Psique Despedaçada
SUBZERO_SLAMMER,Subzero Slammer,Martillo Gélido,Martillo Gélido,ブリザードスラム,Frosthammer,Marteau Glacial,Martello Subzero,Martelo Subzero
DEVASTATING_DRAKE,Devastating Drake,Dragón Devastador,Dragón Devastador,ドラゴンバースト,Verheerender Drache,Drake Dévastateur,Drago Devastante,Dragão Devastador
BLACK_HOLE_ECLIPSE,Black Hole Eclipse,Eclipse del Agujero Negro,Eclipse del Agujero Negro,ブラックホールイクリプス,Schwarzes-Loch-Eklipse,Éclipse du Trou Noir,Eclissi del Buco Nero,Eclipse do Buraco Negro
TWINKLE_TACKLE,Twinkle Tackle,Carga Centelleante,Carga Centelleante,トゥインクルタックル,Funkelattacke,Charge Étincelante,Carica Scintillante,Carga Cintilante
CATASTROPIKA,Catastropika,Catastropika,Catastropika,カタストロフィカ,Katastrophika,Catastropika,Catastropika,Catastropika
SHORE_UP,Shore Up,Reforzar,Reforzar,すなあつめ,Auffüllen,Consolidation,Rinforzare,Reforçar
FIRST_IMPRESSION,First Impression,Primera Impresión,Primera Impresión,バチンのみ,Erster Eindruck,Première Impression,Prima Impressione,Primeira Impressão
BANEFUL_BUNKER,Baneful Bunker,Búnker Perjudicial,Búnker Perjudicial,まきびし,Schädlicher Bunker,Bunker Néfaste,Bunker Nocivo,Bunker Prejudicial
SPIRIT_SHACKLE,Spirit Shackle,Cadena del Alma,Cadena del Alma,かげぬい,Geistfessel,Chaîne de l'Âme,Catena dello Spirito,Corrente da Alma
DARKEST_LARIAT,Darkest Lariat,Lariat Oscuro,Lariat Oscuro,DDラリアット,Düsterster Lasso,Lariat des Ténèbres,Lariat Oscuro,Lariat Sombrio
SPARKLING_ARIA,Sparkling Aria,Aria Chispeante,Aria Chispeante,うたかたのアリア,Funkelnde Arie,Aria Étincelante,Aria Scintillante,Ária Cintilante
ICE_HAMMER,Ice Hammer,Martillo de Hielo,Martillo de Hielo,こおりのハンマー,Eishammer,Marteau de Glace,Martello di Ghiaccio,Martelo de Gelo
FLORAL_HEALING,Floral Healing,Curación Floral,Curación Floral,フラワーヒール,Blütenheilung,Guérison Florale,Guarigione Floreale,Cura Floral
HIGH_HORSEPOWER,High Horsepower,Gran Fuerza,Gran Fuerza,ハイホースパワー,Großes Pferd,Grande Puissance,Grande Forza,Grande Força
STRENGTH_SAP,Strength Sap,Robar Fuerza,Robar Fuerza,ちからをすいとる,Kraftsauger,Sève de Force,Sottrai Forza,Roubar Força
SOLAR_BLADE,Solar Blade,Hoja Solar,Hoja Solar,ソーラーブレード,Solarschwert,Lame Solaire,Lama Solare,Lâmina Solar
LEAFAGE,Leafage,Hojazos,Hojazos,このはのやいば,Blätter,Feuillage,Fogliame,Folhagem
SPOTLIGHT,Spotlight,Foco de Atención,Foco de Atención,スポットライト,Scheinwerfer,Pleins Feux,Riflettore,Holofote
TOXIC_THREAD,Toxic Thread,Hilo Tóxico,Hilo Tóxico,どくのいと,Giftnetz,Fil Toxique,Filo Tossico,Fio Tóxico
LASER_FOCUS,Laser Focus,Concentración,Concentración,ロックオン,Laserfokus,Focus Laser,Concentrazione Laser,Foco Laser
GEAR_UP,Gear Up,Subir Marcha,Subir Marcha,ギアチェンジ,Hochschalten,Monter en Régime,Aumentare Marcia,Aumentar Marcha
THROAT_CHOP,Throat Chop,Golpe Garganta,Golpe Garganta,じごくぐるま,Kehlenhieb,Tranche-Gorge,Colpo alla Gola,Golpe na Garganta
POLLEN_PUFF,Pollen Puff,Pelota Polen,Pelota Polen,かふんだんご,Pollenball,Bulle de Pollen,Palla di Polline,Bolha de Pólen
ANCHOR_SHOT,Anchor Shot,Disparo Ancla,Disparo Ancla,アンカーショット,Ankerschuss,Tir d'Ancre,Tiro d'Ancora,Tiro da Âncora
PSYCHIC_TERRAIN,Psychic Terrain,Campo Psíquico,Campo Psíquico,サイコフィールド,Psychoterrain,Terrain Psychique,Terreno Psichico,Terreno Psíquico
LUNGE,Lunge,Embestida,Embestida,とびかかる,Angriffsstoß,Assaut,Balzo,Emboscada
FIRE_LASH,Fire Lash,Látigo Ígneo,Látigo Ígneo,ほのおのムチ,Feuergeißel,Flamme-Fouet,Frusta di Fuoco,Chicote de Fogo
POWER_TRIP,Power Trip,Prepotencia,Prepotencia,ちからをすいとる,Krafttrip,Surpuissance,Prepotenza,Prepotência
BURN_UP,Burn Up,Quemar,Quemar,だいもんじ,Verbrennen,Flammes Vives,Bruciare,Queimar
SPEED_SWAP,Speed Swap,Intercambio Velocidad,Intercambio Velocidad,スピードスワップ,Tempowechsel,Échange Vitesse,Scambio Velocità,Troca de Velocidade
SMART_STRIKE,Smart Strike,Golpe Certero,Golpe Certero,スマートホーン,Schlaues Treffen,Coup Précis,Colpo Preciso,Golpe Certeiro
PURIFY,Purify,Purificar,Purificar,きよめのしお,Reinigen,Purification,Purificare,Purificar
REVELATION_DANCE,Revelation Dance,Danza Revelación,Danza Revelación,めざめるダンス,Offenbarungstanz,Danse de Révélation,Danza della Rivelazione,Dança da Revelação
CORE_ENFORCER,Core Enforcer,Anulador,Anulador,コアパニッシャー,Kernverwalter,Briseur de Noyau,Applicatore Nucleo,Anulador de Núcleo
TROP_KICK,Trop Kick,Patada Tropical,Patada Tropical,トロピカルキック,Tropentritt,Coup Tropical,Calcio Tropicale,Chute Tropical
INSTRUCT,Instruct,Instruir,Instruir,いのちがけ,Anweisen,Instruire,Istruire,Instruir
BEAK_BLAST,Beak Blast,Picotazo Ardiente,Picotazo Ardiente,くちばしキャノン,Schnabelblast,Explosion de Bec,Esplosione del Becco,Explosão do Bico
CLANGING_SCALES,Clanging Scales,Escamas Ruidosas,Escamas Ruidosas,りんしょう,Klingende Schuppen,Écailles Retentissantes,Scaglie Clangore,Escamas Retumbantes
DRAGON_HAMMER,Dragon Hammer,Martillo Dragón,Martillo Dragón,ドラゴンハンマー,Drachenhammer,Marteau Dragon,Martello del Drago,Martelo do Dragão
BRUTAL_SWING,Brutal Swing,Golpe Brutal,Golpe Brutal,ともえなげ,Brutaler Schwung,Balancement Brutal,Oscillazione Brutale,Balanço Brutal
AURORA_VEIL,Aurora Veil,Velo Aurora,Velo Aurora,オーロラベール,Auroraschleier,Voile Aurore,Velo Aurora,Véu Aurora
SINISTER_ARROW_RAID,Sinister Arrow Raid,Lluvia de Flechas Siniestra,Lluvia de Flechas Siniestra,シャドーアローズストライク,Sinistrer Pfeilsturm,Pluie de Flèches Sinistres,Pioggia di Frecce Sinistre,Chuva de Flechas Sinistras
MALICIOUS_MOONSAULT,Malicious Moonsault,Moonsault Maligno,Moonsault Maligno,ハイパーダーククラッシャー,Bösartiger Moonsault,Lune Malveillante,Moonsault Maligno,Moonsault Maligno
OCEANIC_OPERETTA,Oceanic Operetta,Opereta Oceánica,Opereta Oceánica,オーシャンソングレクイエム,Ozeanische Operette,Opérette Océanique,Operetta Oceanica,Opereta Oceânica
GUARDIAN_OF_ALOLA,Guardian of Alola,Guardián de Alola,Guardián de Alola,ガーディアンオブアローラ,Hüter von Alola,Gardien d'Alola,Guardiano di Alola,Guardião de Alola
SOUL_STEALING_7_STAR_STRIKE,Soul-Stealing 7-Star Strike,Golpe de las 7 Estrellas,Golpe de las 7 Estrellas,ソウルスティーリング7スターストライク,Seelenstehler-7-Sterne-Schlag,Frappe des 7 Étoiles,Colpo delle 7 Stelle,Golpe das 7 Estrelas
STOKED_SPARKSURFER,Stoked Sparksurfer,Rayo Surfeador,Rayo Surfeador,10まんボルトサーフ,Elektrosurfer,Surf d'Étincelles,Surfista di Scintille,Surfista Elétrico
PULVERIZING_PANCAKE,Pulverizing Pancake,Aplastamiento Total,Aplastamiento Total,ごっつんこZ,Vernichtender Pfannkuchen,Crêpe Dévastatrice,Pancake Devastante,Panqueca Devastadora
EXTREME_EVOBOOST,Extreme Evoboost,Megadesarrollo,Megadesarrollo,さいごのちから,Extremer Evoboost,Méga-Évolution,Mega Evoboost,Megaevolução
GENESIS_SUPERNOVA,Genesis Supernova,Génesis Supernova,Génesis Supernova,オリジンズスーパーノヴァ,Geneis-Supernova,Genèse Supernova,Genesi Supernova,Gênesis Supernova
SHELL_TRAP,Shell Trap,Trampa Concha,Trampa Concha,シェルトラップ,Schalenfalle,Piège-Coquille,Trappola del Guscio,Armadilha da Concha
FLEUR_CANNON,Fleur Cannon,Cañón Floral,Cañón Floral,フルールカノン,Blütenkanone,Canon Fleur,Cannone Floreale,Canhão Floral
PSYCHIC_FANGS,Psychic Fangs,Colmillos Psíquicos,Colmillos Psíquicos,エスパーファング,Psyzähne,Crocs Psy,Zanne Psichiche,Presas Psíquicas
STOMPING_TANTRUM,Stomping Tantrum,Pataleta Furiosa,Pataleta Furiosa,やけくそ,Stampfende Wut,Colère Frappante,Crisi di Rabbia,Birra Furiosa
SHADOW_BONE,Shadow Bone,Hueso Sombra,Hueso Sombra,ポルターガイスト,Schattenknochen,Os-Ombre,Osso Ombra,Osso Sombrio
ACCELEROCK,Accelerock,Rocazo,Rocazo,ロックブラスト,Steinrennen,Jackpot,Rocciata,Pedrada Rápida
LIQUIDATION,Liquidation,Liquidación,Liquidación,サイコファング,Liquidation,Liquidation,Liquidazione,Liquidação
PRISMATIC_LASER,Prismatic Laser,Láser Prismático,Láser Prismático,プリズムレーザー,Prismalaser,Laser Prismatique,Laser Prismatico,Laser Prismático
SPECTRAL_THIEF,Spectral Thief,Ladrón Espectral,Ladrón Espectral,スペクタースティール,Spektraldieb,Voleur Spectral,Ladro Spettrale,Ladrão Espectral
SUNSTEEL_STRIKE,Sunsteel Strike,Impacto Solar,Impacto Solar,サンスチールストライク,Sonnenstahlschlag,Frappe Solaire,Colpo Solare,Golpe Solar
MOONGEIST_BEAM,Moongeist Beam,Rayo Lunala,Rayo Lunala,ムーンライトブラスター,Mondgeiststrahl,Rayon de Lune,Raggio Lunare,Raio Lunar
TEARFUL_LOOK,Tearful Look,Mirada Llorosa,Mirada Llorosa,うるうるめ,Tränenreicher Blick,Regard Larmoyant,Sguardo Piagnucoloso,Olhar Lacrimejante
ZING_ZAP,Zing Zap,Calambrazo,Calambrazo,カミナリのいしつき,Funkenblitz,Jackpot,Zampata Elettrica,Choque Elétrico
NATURE_S_MADNESS,Nature's Madness,Ira Naturaleza,Ira Naturaleza,しぜんのいかり,Naturwahn,Folie Naturelle,Follia della Natura,Fúria da Natureza
MULTI_ATTACK,Multi-Attack,Multiataque,Multiataque,テクスチャー,Multiangriff,Multi-Attaque,Multiattacco,Multiataque
10_000_000_VOLT_THUNDERBOLT,"10,000,000 Volt Thunderbolt",Rayo de 10.000.000 V,Rayo de 10.000.000 V,10000000ボルトサンダーボルト,10.000.000 Volt Blitz,Tonnerre 10 000 000 V,Fulmine da 10.000.000 V,Raio de 10.000.000 V
MIND_BLOWN,Mind Blown,Explosión Mental,Explosión Mental,ファイナルダイブクラッシュ,Verblüfft,Tête Chercheuse,Esplosione Mentale,Explosão Mental
PLASMA_FISTS,Plasma Fists,Puños de Plasma,Puños de Plasma,プラズマフィスト,Plasmafäuste,Poings Plasma,Pugni al Plasma,Punhos de Plasma
PHOTON_GEYSER,Photon Geyser,Géiser Fotón,Géiser Fotón,フォトンゲイザー,Fotonen-Geysir,Geyser Photon,Geyser di Fotoni,Géiser Fóton
LIGHT_THAT_BURNS_THE_SKY,Light That Burns the Sky,Luz que Quema el Cielo,Luz que Quema el Cielo,テンペストオブメテオ,"Licht, das den Himmel verbrennt",Lumière Brûlant le Ciel,Luce che Brucia il Cielo,Luz que Queima o Céu
SEARING_SUNRAZE_SMASH,Searing Sunraze Smash,Impacto Solar Abrasador,Impacto Solar Abrasador,サンシャインスマッシャー,Sengender Sonnenbrecher,Smasher Solaire Brûlant,Schianto Solare Bruciante,Impacto Solar Escaldante
MENACING_MOONRAZE_MAELSTROM,Menacing Moonraze Maelstrom,Maelstrom Lunar Amenazante,Maelstrom Lunar Amenazante,ムーンライトブラスター,Bedrohlicher Mondtrommler,Maelström Lunaire Menaçant,Maelstrom Lunare Minaccioso,Maelstrom Lunar Ameaçador
LET_S_SNUGGLE_FOREVER,Let's Snuggle Forever,Abrazo Eterno,Abrazo Eterno,ベロベルトZ,Kuscheln für immer,Câlin Éternel,Abbraccio Eterno,Abraço Eterno
SPLINTERED_STORMSHARDS,Splintered Stormshards,Tempestad Fragmentada,Tempestad Fragmentada,ロックブレイクエッジ,Gesplitterte Sturmscherben,Tempête Éclats,Tempesta Frantumata,Tempestade Fragmentada
CLANGOROUS_SOULBLAZE,Clangorous Soulblaze,Fuego del Alma Clamoroso,Fuego del Alma Clamoroso,クランゴラスソウルブレイズ,Klangreiche Seelenglut,Âme Flamboyante Retentissante,Anima Clangore Infuocato,Alma Retumbante
ZIPPY_ZAP,Zippy Zap,Rayo Rápido,Rayo Rápido,じゅうでんZ,Flitzzap,Zapzap,Zapzap,Raio Veloz
SPLISHY_SPLASH,Splishy Splash,Salpicadura Chispeante,Salpicadura Chispeante,バブルびりびり,Plätscherzap,Plip Plap,Schizzoelettrico,Salpico Elétrico
FLOATY_FALL,Floaty Fall,Caída Flotante,Caída Flotante,ふんわりフォール,Schwebe-Sturz,Chute Flottante,Caduta Fluttuante,Queda Flutuante
PIKA_PAPOW,Pika Papow,Papow de Pikachu,Papow de Pikachu,ピカピカだいすき,Pika Papow,Pika Papow,Pika Papow,Pika Papow
BOUNCY_BUBBLE,Bouncy Bubble,Burbuja Rebo,Burbuja Rebo,バブルぼよよん,Hüpfblase,Bulle Rebondie,Bolla Rimbalzante,Bolha Saltitante
BUZZY_BUZZ,Buzzy Buzz,Zumbido Eléctrico,Zumbido Eléctrico,びりびりちくちく,Summsummbuzz,Bourdonnement Électrique,Ronzio Elettrico,Zumbido Elétrico
SIZZLY_SLIDE,Sizzly Slide,Deslizamiento Ardiente,Deslizamiento Ardiente,ほのおサーフ,Brutzelsurfer,Glissade Brûlante,Scivolata Bruciante,Deslize Ardente
GLITZY_GLOW,Glitzy Glow,Brillo Deslumbrante,Brillo Deslumbrante,きらきらこうせん,Funkelglühen,Éclat Éblouissant,Bagliore Scintillante,Brilho Cintilante
BADDY_BAD,Baddy Bad,Maldad Oscura,Maldad Oscura,ブラックホールイクリプス,Übler Schurke,Vilaine Ombre,Cattivo Oscuro,Maldade Sombria
SAPPY_SEED,Sappy Seed,Semilla Savia,Semilla Savia,グラスフィールドの種,Saftsamen,Graine Sève,Seme Linfa,Semente de Seiva
FREEZY_FROST,Freezy Frost,Escarcha Gélida,Escarcha Gélida,つるつるこおり,Frostig-Frost,Givre Glacial,Gelo Glaciale,Geada Gelada
SPARKLY_SWIRL,Sparkly Swirl,Espiral Brillante,Espiral Brillante,まいまいフェアリー,Funkelwirbel,Tourbillon Étincelant,Spirale Scintillante,Espiral Cintilante
VEEVEE_VOLLEY,Veevee Volley,Volea de Eevee,Volea de Eevee,イーブイのはどう,Evoli-Volley,Volée d'Evoli,Palleggio di Eevee,Voleio de Eevee
DOUBLE_IRON_BASH,Double Iron Bash,Doble Golpe Férreo,Doble Golpe Férreo,ダブルアイアンバッシュ,Doppeleisentreffer,Double Frappe de Fer,Doppio Colpo di Ferro,Duplo Golpe de Ferro
MAX_GUARD,Max Guard,Max Guardia,Max Guardia,Gマックスガード,Max-Schutz,Max-Garde,Max Guardia,Max Guarda
DYNAMAX_CANNON,Dynamax Cannon,Cañón Dynamax,Cañón Dynamax,ダイマックスほう,Dynamax-Kanone,Canon Dynamax,Cannone Dynamax,Canhão Dynamax
SNIPE_SHOT,Snipe Shot,Disparo Preciso,Disparo Preciso,スナイプショット,Präzisionsschuss,Tir de Précision,Tiro di Precisione,Tiro Preciso
JAW_LOCK,Jaw Lock,Cerrojo Mandíbula,Cerrojo Mandíbula,かみつきのかぎしっぽ,Kiefersperre,Verrou Mâchoire,Blocca Mandibola,Trava Mandíbula
STUFF_CHEEKS,Stuff Cheeks,Llenar Mejillas,Llenar Mejillas,ほおぶくろをふくらます,Backen füllen,Gonfler les Joues,Gonfiare le Guance,Encher as Bochechas
NO_RETREAT,No Retreat,Sin Retirada,Sin Retirada,のびのびおうえん,Kein Rückzug,Sans Retraite,Nessuna Ritirata,Sem Recuo
TAR_SHOT,Tar Shot,Disparo Alquitrán,Disparo Alquitrán,タールショット,Teergeschoss,Tir de Goudron,Tiro di Catrame,Tiro de Alcatrão
MAGIC_POWDER,Magic Powder,Polvo Mágico,Polvo Mágico,マジカルパウダー,Zauberpulver,Poudre Magique,Polvere Magica,Pó Mágico
DRAGON_DARTS,Dragon Darts,Dardos Dragón,Dardos Dragón,ドラゴンアロー,Drachenpfeile,Fléchettes Dragon,Dardi del Drago,Dardos do Dragão
TEATIME,Teatime,Hora del Té,Hora del Té,おちゃかい,Teezeit,L'Heure du Thé,Ora del Tè,Hora do Chá
OCTOLOCK,Octolock,Octobloqueo,Octobloqueo,オクタンほう,Oktosperre,Octoverrouillage,Ottoblocco,Octobloqueio
BOLT_BEAK,Bolt Beak,Pico Rayo,Pico Rayo,でんげきくちばし,Blitzschnabel,Bec Éclair,Becco Fulmine,Bico Raio
FISHIOUS_REND,Fishious Rend,Desgarro Pez,Desgarro Pez,えぐるいば,Fischzerreißen,Déchirure Féroce,Lacerazione Feroce,Rasgão Feroz
COURT_CHANGE,Court Change,Cambio de Campo,Cambio de Campo,コートチェンジ,Feldwechsel,Changement de Court,Cambio Campo,Troca de Campo
MAX_FLARE,Max Flare,Max Llama,Max Llama,Gマックスキョダイかえん,Max-Flamme,Max-Flamme,Max Fiamma,Max Chama
MAX_FLUTTERBY,Max Flutterby,Max Aleteo,Max Aleteo,Gマックスキョダいむし,Max-Flügelschlag,Max-Aile,Max Battito,Max Asa
MAX_LIGHTNING,Max Lightning,Max Rayo,Max Rayo,Gマックスキョダいらいげき,Max-Blitz,Max-Éclair,Max Fulmine,Max Raio
MAX_STRIKE,Max Strike,Max Golpe,Max Golpe,Gマックスキョダいぶんなぐり,Max-Schlag,Max-Frappe,Max Colpo,Max Golpe
MAX_KNUCKLE,Max Knuckle,Max Puño,Max Puño,Gマックスキョダいこぶし,Max-Knöchel,Max-Poing,Max Pugno,Max Soco
MAX_PHANTASM,Max Phantasm,Max Fantasma,Max Fantasma,Gマックスキョダいれいせん,Max-Phantom,Max-Fantôme,Max Fantasma,Max Fantasma
MAX_HAILSTORM,Max Hailstorm,Max Granizo,Max Granizo,Gマックスキョダいゆきだるま,Max-Hagelsturm,Max-Grêle,Max Grandine,Max Granizo
MAX_OOZE,Max Ooze,Max Fango,Max Fango,Gマックスキョダいどく,Max-Ooze,Max-Gadoue,Max Melma,Max Lama
MAX_GEYSER,Max Geyser,Max Géiser,Max Géiser,Gマックスキョダいみず,Max-Geysir,Max-Geyser,Max Geyser,Max Géiser
MAX_AIRSTREAM,Max Airstream,Max Vendaval,Max Vendaval,Gマックスキョダいひこう,Max-Luftstrom,Max-Courant d'Air,Max Vento,Max Vendaval
MAX_STARFALL,Max Starfall,Max Lluvia Estelar,Max Lluvia Estelar,Gマックスキョダいフェアリー,Max-Sternfall,Max-Étoile,Max Pioggia Stellare,Max Chuva Estelar
MAX_WYRMWIND,Max Wyrmwind,Max Viento Wyrm,Max Viento Wyrm,Gマックスキョダいドラゴン,Max-Wyrmsturm,Max-Vent du Drake,Max Vento Wyrm,Max Vento do Wyrm
MAX_MINDSTORM,Max Mindstorm,Max Tormenta Mental,Max Tormenta Mental,Gマックスキョダいサイコ,Max-Geistessturm,Max-Tempête Mentale,Max Tempesta Mentale,Max Tempestade Mental
MAX_ROCKFALL,Max Rockfall,Max Avalancha,Max Avalancha,Gマックスキョダいいわ,Max-Steinsturz,Max-Éboulis,Max Frana,Max Avalanche
MAX_QUAKE,Max Quake,Max Terremoto,Max Terremoto,Gマックスキョダいじしん,Max-Beben,Max-Séisme,Max Terremoto,Max Terremoto
MAX_DARKNESS,Max Darkness,Max Oscuridad,Max Oscuridad,Gマックスキョダいあく,Max-Dunkelheit,Max-Ténèbres,Max Oscurità,Max Escuridão
MAX_OVERGROWTH,Max Overgrowth,Max Hierba,Max Hierba,Gマックスキョダいくさ,Max-Üppigkeit,Max-Herbe,Max Erba,Max Erva
MAX_STEELSPIKE,Max Steelspike,Max Picos Acero,Max Picos Acero,Gマックスキョダいはがね,Max-Stahlspitze,Max-Pointe Acier,Max Spike Acciaio,Max Espinhos de Aço
CLANGOROUS_SOUL,Clangorous Soul,Alma Clamorosa,Alma Clamorosa,クランゴラスソウル,Klangreiche Seele,Âme Retentissante,Anima Clangore,Alma Retumbante
BODY_PRESS,Body Press,Plancha,Plancha,ボディプレス,Körperpresse,Plaquage,Corpo a Pressione,Prensa Corporal
DECORATE,Decorate,Decorar,Decorar,デコレーション,Dekorieren,Décorer,Decorare,Decorar
DRUM_BEATING,Drum Beating,Redoble,Redoble,たいこのまち,Trommelwirbel,Roulement de Tambour,Rullante,Rufar de Tambor
SNAP_TRAP,Snap Trap,Trampa Caza,Trampa Caza,かみつきトラップ,Schnappfalle,Piège Mâchoire,Trappola a Scatto,Armadilha
PYRO_BALL,Pyro Ball,Bola de Fuego,Bola de Fuego,かえんだん,Feuerball,Boule Pyro,Palla di Fuoco,Bola de Fogo
BEHEMOTH_BLADE,Behemoth Blade,Espada Behemot,Espada Behemot,ダイオウドウアタック,Behemothklinge,Lame Béhémoth,Lama del Behemoth,Espada do Behemoth
BEHEMOTH_BASH,Behemoth Bash,Escudo Behemot,Escudo Behemot,ダイオウドウシールド,Behemothprall,Bouclier Béhémoth,Scudo del Behemoth,Escudo do Behemoth
AURA_WHEEL,Aura Wheel,Rueda de Aura,Rueda de Aura,オーラぐるま,Aurarad,Roue de l'Aura,Ruota dell'Aura,Roda de Aura
BREAKING_SWIPE,Breaking Swipe,Golpe Destructivo,Golpe Destructivo,ブレイクスワイプ,Trümmertreff,Balayage Dévastateur,Colpo Distruttivo,Golpe Destrutivo
BRANCH_POKE,Branch Poke,Golpe Rama,Golpe Rama,えだうち,Zweigstich,Coup de Branche,Colpo di Ramo,Golpe do Galho
OVERDRIVE,Overdrive,Overdrive,Overdrive,オーバードライブ,Overdrive,Overdrive,Overdrive,Overdrive
APPLE_ACID,Apple Acid,Ácido Manzana,Ácido Manzana,アップルアシッド,Apfelsäure,Acide de Pomme,Acido di Mela,Ácido de Maçã
GRAV_APPLE,Grav Apple,Manzana Gravitatoria,Manzana Gravitatoria,グラビティアップル,Gravitationsapfel,Pomme de Gravité,Mela della Gravità,Maçã Gravitacional
SPIRIT_BREAK,Spirit Break,Rompe Espíritu,Rompe Espíritu,スピリットブレイク,Geistbrecher,Brise-Âme,Rompi Spirito,Quebra Espírito
STRANGE_STEAM,Strange Steam,Vapor Extraño,Vapor Extraño,ふしぎなじょうき,Seltsamer Dampf,Vapeur Étrange,Vapore Strano,Vapor Estranho
LIFE_DEW,Life Dew,Rocío Vital,Rocío Vital,みずしぶき,Lebenstaupfen,Rosée de Vie,Rugiada Vitale,Orvalho Vital
OBSTRUCT,Obstruct,Obstruir,Obstruir,じゃまする,Behindern,Obstruer,Ostruire,Obstruir
FALSE_SURRENDER,False Surrender,Rendición Falsa,Rendición Falsa,いかさまなひれ伏し,Falsche Kapitulation,Fausse Reddition,Falsa Resa,Falsa Rendição
METEOR_ASSAULT,Meteor Assault,Asalto Meteoro,Asalto Meteoro,いっしんげきのやり,Meteorangriff,Assaut Météore,Assalto Meteora,Assalto Meteoro
ETERNABEAM,Eternabeam,Rayo Eterno,Rayo Eterno,エターナルビーム,Eternastrahl,Rayon Éternel,Raggio Eterno,Raio Eterno
STEEL_BEAM,Steel Beam,Rayo de Acero,Rayo de Acero,スチールビーム,Stahlstrahl,Rayon d'Acier,Raggio d'Acciaio,Raio de Aço
EXPANDING_FORCE,Expanding Force,Fuerza Expansiva,Fuerza Expansiva,ワイドフォース,Ausbreitungskraft,Force Expansive,Forza Espansiva,Força Expansiva
STEEL_ROLLER,Steel Roller,Rodillo de Acero,Rodillo de Acero,スチールローラー,Stahlwalze,Rouleau d'Acier,Rullo d'Acciaio,Rolo de Aço
SCALE_SHOT,Scale Shot,Disparo Escama,Disparo Escama,うろこショット,Schuppenschuss,Tir d'Écaille,Tiro di Scaglie,Tiro de Escama
METEOR_BEAM,Meteor Beam,Rayo Meteoro,Rayo Meteoro,メテオビーム,Meteorstrahl,Rayon Météore,Raggio Meteora,Raio Meteoro
SHELL_SIDE_ARM,Shell Side Arm,Brazo Concha,Brazo Concha,シェルサイドアーム,Muschelarmkanone,Bras Coquille,Braccio Conchiglia,Braço Concha
MISTY_EXPLOSION,Misty Explosion,Explosión Mística,Explosión Mística,ミストフィールドばくはつ,Nebelexplosion,Explosion Brumeuse,Esplosione Nebbiosa,Explosão Nebulosa
GRASSY_GLIDE,Grassy Glide,Deslizamiento Herboso,Deslizamiento Herboso,グラスすべり,Grassgleiten,Glissade Herbeuse,Scivolata Erbosa,Deslize Herboso
RISING_VOLTAGE,Rising Voltage,Voltaje en Aumento,Voltaje en Aumento,ライジングボルテッカー,Steigungsspannung,Tension Montante,Voltaggio Crescente,Voltagem Crescente
TERRAIN_PULSE,Terrain Pulse,Pulso de Terreno,Pulso de Terreno,テレインパルス,Terrainpuls,Pulsation de Terrain,Impulso del Terreno,Pulso de Terreno
SKITTER_SMACK,Skitter Smack,Golpe Furtivo,Golpe Furtivo,スキッタースマック,Schlüpftreffer,Smack Furtif,Colpo Furtivo,Golpe Furtivo
BURNING_JEALOUSY,Burning Jealousy,Celos Ardientes,Celos Ardientes,バーニングジェラシー,Brennende Eifersucht,Jalousie Ardente,Gelosia Ardente,Ciúme Ardente
LASH_OUT,Lash Out,Arremeter,Arremeter,やつあたり,Ausrasten,Décharger,Sfogare,Descarregar
